UF,COD_MUN_IBGE,SIGLA_PARTIDO,QTDE_VOTOS_2000,vote_pct_2000,rank_2000,win_margin_2000,Incumbent_2000,vote_pct_2004
RO,1100098,PL,3401,0.26876876876876876,3,-0.1154575628259839,0,NA
RO,1100106,PMDB,6870,0.4098800787542509,1,0.14139967782351887,1,0.315839593693789
RO,1100106,PSDB,4500,0.26848040093073205,2,-0.14139967782351887,0,0.23621838958840335
RO,1100106,PDT,2998,0.17886760933118548,3,-0.23101246942306544,0,0.2482806052269601
RO,1100106,PT,2393,0.14277191098383152,4,-0.2671081677704194,0,0.19966141149084754
RO,1100114,PMDB,15107,0.5658052434456928,1,0.27936329588014974,1,0.4784899034240562
RO,1100114,PFL,7648,0.2864419475655431,2,-0.27936329588014974,0,NA
RO,1100114,PT,3945,0.14775280898876406,3,-0.41805243445692875,0,0.09555750658472344
RO,1100122,PDT,21966,0.4701324829313186,1,0.19628448515720304,1,NA
RO,1100122,PFL,12795,0.27384799777411556,2,-0.19628448515720304,0,0.3550717959115961
RO,1100122,PMDB,11962,0.25601951929456584,3,-0.21411296363675275,0,0.07942710733442701
RO,1100130,PFL,5119,0.5388421052631579,1,0.17715789473684213,1,NA
RO,1100130,PMDB,3436,0.3616842105263158,2,-0.17715789473684213,0,NA
RO,1100130,PSDB,945,0.09947368421052631,3,-0.4393684210526316,0,NA
RO,1100148,PTB,6895,0.7563624396665204,1,0.6192408951294427,1,0.4889872078484178
RO,1100148,PFL,1250,0.13712154453707767,2,-0.6192408951294427,0,NA
RO,1100148,PT,971,0.10651601579640194,3,-0.6498464238701185,0,NA
RO,1100155,PFL,10918,0.5573820706555034,1,0.3109556871554013,1,NA
RO,1100155,PMDB,4827,0.2464263835001021,2,-0.3109556871554013,0,0.2538821328344247
RO,1100155,PT,3843,0.19619154584439452,3,-0.36119052481110886,0,0.2989710009354537
RO,1100189,PSB,8774,0.5460542693552403,1,0.23842419716206126,1,NA
RO,1100189,PDT,4943,0.307630072193179,2,-0.23842419716206126,0,NA
RO,1100189,PPB,2351,0.1463156584515808,3,-0.3997386109036595,0,NA
RO,1100205,PDT,60558,0.42369881128128345,1,0.06751698419472879,1,NA
RO,1100205,PSB,50908,0.35618182708655466,2,-0.06751698419472879,0,0.30839385143605785
RO,1100205,PSDB,22287,0.15593274888579484,3,-0.2677660623954886,0,0.15710800646028394
RO,1100205,PSL,9108,0.06372483855394712,4,-0.35997397272733633,0,NA
RO,1100205,PRTB,66,4.6177419241990664e-4,5,-0.42323703708886357,0,NA
RO,1100254,PMDB,6297,0.47395754930001505,1,0.06834261628782173,1,0.2651549169286035
RO,1100254,PFL,5389,0.4056149330121933,2,-0.06834261628782173,0,NA
RO,1100254,PT,1353,0.10183651964473882,3,-0.3721210296552762,0,NA
RO,1100254,PPS,247,0.018590998043052837,4,-0.45536655125696224,0,NA
RO,1100262,PSDB,1350,0.6790744466800804,1,0.3581488933601609,1,NA
RO,1100262,PDT,638,0.3209255533199195,2,-0.3581488933601609,0,NA
RO,1100288,PFL,14851,0.695955761750785,1,0.39191152350156994,1,NA
RO,1100288,PTB,6488,0.30404423824921506,2,-0.39191152350156994,0,0.5046786759553156
RO,1100296,PSDB,2675,0.4064731803677253,1,0.04072329433216837,1,0.3838383838383838
RO,1100296,PFL,2407,0.3657498860355569,2,-0.04072329433216837,0,NA
RO,1100296,PT,1499,0.22777693359671783,3,-0.17869624677100746,0,0.24192747143566815
RO,1100304,PTB,15968,0.6089543131721455,1,0.2796506750057204,1,NA
RO,1100304,PMDB,8635,0.32930363816642516,2,-0.2796506750057204,0,0.6287748503817844
RO,1100304,PFL,1415,0.053962321714590804,3,-0.5549919914575547,0,NA
RO,1100304,PC do B,204,0.007779726946838533,4,-0.6011745862253071,0,NA
RO,1100320,PT,3668,0.490177736202058,1,0.186155285313377,1,0.18732970027247955
RO,1100320,PFL,2275,0.304022450888681,2,-0.186155285313377,0,NA
RO,1100320,PMDB,1540,0.205799812909261,3,-0.284377923292797,0,NA
RO,1100338,PMDB,2079,0.3991169130351315,1,7.6790170858132e-4,1,NA
RO,1100338,PFL,2075,0.3983490113265502,2,-7.6790170858132e-4,0,0.28150592837061483
RO,1100338,PDT,1055,0.2025340756383183,3,-0.19658283739681323,0,NA
RO,1100346,PT,4181,0.4358386323360784,1,0.1401021578234129,1,0.36695095948827294
RO,1100346,PTB,2837,0.2957364745126655,2,-0.1401021578234129,0,NA
RO,1100346,PFL,2575,0.2684248931512561,3,-0.16741373918482227,0,0.03624733475479744
RO,1100379,PFL,2505,0.557285873192436,1,0.11457174638487211,1,0.3107576840600429
RO,1100379,PSDB,1990,0.44271412680756395,2,-0.11457174638487211,0,0.2600071479628306
RO,1100403,PT,2678,0.44002628984554715,1,0.08314163654288531,1,NA
RO,1100403,PPB,2172,0.35688465330266184,2,-0.08314163654288531,0,NA
RO,1100403,PTB,1036,0.17022674991784423,3,-0.2697995399277029,0,NA
RO,1100403,PMDB,200,0.03286230693394676,4,-0.4071639829116004,0,NA
RO,1100452,PT,2261,0.286238764400557,1,0.011520445626028608,1,0.5082881032712336
RO,1100452,PDT,2170,0.2747183187745284,2,-0.011520445626028608,0,NA
RO,1100452,PMDB,1355,0.17154070135460184,3,-0.11469806304595517,0,NA
RO,1100452,PFL,1123,0.14216989492340804,4,-0.14406886947714898,0,NA
RO,1100452,PSDB,990,0.12533232054690469,5,-0.16090644385365233,0,0.4917118967287663
RO,1100502,PMN,2446,0.38495435945860873,1,0.0892351274787535,1,NA
RO,1100502,PL,1879,0.2957192319798552,2,-0.0892351274787535,0,NA
RO,1100502,PTB,1283,0.20192005036197672,3,-0.18303430909663201,0,NA
RO,1100502,PT,746,0.11740635819955933,4,-0.26754800125904943,0,NA
RO,1100601,PFL,1540,0.5312176612625044,1,0.08416695412211112,1,0.595072463768116
RO,1100601,PPB,1296,0.44705070714039324,2,-0.08416695412211112,0,NA
RO,1100601,PT,63,0.02173163159710245,3,-0.5094860296654019,0,NA
RO,1100700,PMDB,1739,0.47643835616438357,1,0.2838356164383562,1,0.2720196640721016
RO,1100700,PPB,703,0.1926027397260274,2,-0.2838356164383562,0,NA
RO,1100700,PFL,619,0.1695890410958904,3,-0.30684931506849317,0,NA
RO,1100700,PT,377,0.10328767123287672,4,-0.3731506849315068,0,NA
RO,1100700,PSDB,212,0.05808219178082192,5,-0.41835616438356166,0,0.4698893895944285
RO,1100809,PSDB,3326,0.5573056300268097,1,0.25536193029490617,1,0.26309257880367337
RO,1100809,PFL,1802,0.3019436997319035,2,-0.25536193029490617,0,NA
RO,1100809,PMDB,643,0.10774128686327078,3,-0.4495643431635389,0,0.09890791759741871
RO,1100809,PT,197,0.03300938337801609,4,-0.5242962466487936,0,0.036857781087118395
RO,1100908,PSB,1713,0.5852408609497779,1,0.22617014007516223,1,0.40139751552795033
RO,1100908,PFL,1051,0.35907072087461567,2,-0.22617014007516223,0,NA
RO,1100908,PT,163,0.05568841817560642,3,-0.5295524427741715,0,NA
RO,1100924,PPB,1505,0.5984095427435387,1,0.2107355864811133,1,NA
RO,1100924,PFL,975,0.38767395626242546,2,-0.2107355864811133,0,NA
RO,1100924,PT,35,0.013916500994035786,3,-0.584493041749503,0,NA
RO,1100940,PV,1421,0.5017655367231638,1,0.16348870056497172,1,NA
RO,1100940,PT,958,0.3382768361581921,2,-0.16348870056497172,0,0.46923390383048086
RO,1100940,PMDB,453,0.15995762711864406,3,-0.3418079096045198,0,0.3382233088834556
RO,1101005,PMDB,2782,0.44362940519853294,1,0.15930473608674856,1,NA
RO,1101005,PSC,1783,0.2843246691117844,2,-0.15930473608674856,0,NA
RO,1101005,PFL,1706,0.27204592568968267,3,-0.17158347950885028,0,NA
RO,1101104,PDT,1432,0.4540266328471782,1,0.03233988585922637,1,NA
RO,1101104,PMDB,1330,0.42168674698795183,2,-0.03233988585922637,0,0.25272969374167775
RO,1101104,PFL,305,0.09670259987317692,3,-0.3573240329740013,0,0.4695073235685752
RO,1101104,PT,87,0.027584020291693087,4,-0.4264426125554851,0,NA
RO,1101203,PFL,2944,0.5725398677557371,1,0.14507973551147413,1,NA
RO,1101203,PT,2198,0.42746013224426294,2,-0.14507973551147413,0,0.5381272224417226
RO,1101302,PT,3665,0.5617719190680565,1,0.18608215818516255,1,0.27017592851158895
RO,1101302,PMDB,2451,0.3756897608828939,2,-0.18608215818516255,0,0.33873219771013685
RO,1101302,PPB,408,0.06253832004904966,3,-0.49923359901900677,0,NA
RO,1101401,PMDB,4358,0.7151296357072531,1,0.4894978667541845,1,0.47232472324723246
RO,1101401,PL,1375,0.22563176895306858,2,-0.4894978667541845,0,NA
RO,1101401,PFL,361,0.059238595339678374,3,-0.6558910403675747,0,NA
RO,1101435,PFL,1735,0.4149724946185123,1,0.1011719684286056,1,0.11085016439643025
RO,1101435,PPB,1312,0.3138005261899067,2,-0.1011719684286056,0,NA
RO,1101435,PT,1134,0.27122697919158095,3,-0.14374551542693137,0,0.23391263503992485
RO,1101450,PMDB,1338,0.6115173674588665,1,0.22303473491773307,1,0.4937646141855027
RO,1101450,PFL,850,0.38848263254113347,2,-0.22303473491773307,0,0.4793452844894778
RO,1101468,PSDB,480,0.39473684210526316,1,0.012335526315789491,1,0.5464159811985899
RO,1101468,PSB,465,0.3824013157894737,2,-0.012335526315789491,0,NA
RO,1101468,PMDB,271,0.22286184210526316,3,-0.171875,0,NA
RO,1101476,PMDB,1301,0.4786607799852833,1,0.15746872700515085,1,NA
RO,1101476,PFL,873,0.3211920529801324,2,-0.15746872700515085,0,NA
RO,1101476,PT,510,0.18763796909492272,3,-0.29102281089036053,0,NA
RO,1101476,PSB,34,0.012509197939661517,4,-0.46615158204562174,0,NA
RO,1101484,PT,1497,0.4164116828929068,1,0.12406119610570238,1,0.2714093959731544
RO,1101484,PTB,1051,0.29235048678720443,2,-0.12406119610570238,0,0.45503355704697984
RO,1101484,PPS,1047,0.29123783031988876,3,-0.12517385257301805,0,NA
RO,1101492,PDT,2024,0.49656526005888124,1,0.13174681059862609,1,NA
RO,1101492,PMDB,1487,0.36481844946025516,2,-0.13174681059862609,0,0.5389161141539348
RO,1101492,PTB,416,0.10206084396467124,3,-0.39450441609421,0,NA
RO,1101492,PFL,149,0.036555446516192344,4,-0.4600098135426889,0,NA
RO,1101500,PMDB,1360,0.2953311617806732,1,0.023235613463626514,1,NA
RO,1101500,PL,1253,0.2720955483170467,2,-0.023235613463626514,0,NA
RO,1101500,PFL,1147,0.2490770901194354,3,-0.046254071661237794,0,NA
RO,1101500,PT,845,0.18349619978284473,4,-0.11183496199782847,0,NA
RO,1101559,PFL,1761,0.4914875802400223,1,0.16689924644152943,1,NA
RO,1101559,PT,1163,0.3245883337984929,2,-0.16689924644152943,0,0.5845438698431145
RO,1101559,PMDB,659,0.1839240859614848,3,-0.3075634942785375,0,0.41545613015688554
RO,1101609,PDT,2494,0.4921073401736385,1,0.014009471191791634,1,NA
RO,1101609,PMDB,2423,0.47809786898184686,2,-0.014009471191791634,0,0.42664473684210524
RO,1101609,PT,151,0.029794790844514602,3,-0.4623125493291239,0,NA
RO,1101708,PMDB,4026,0.622737819025522,1,0.3901005413766435,1,0.2206384558277654
RO,1101708,PSDB,1504,0.23263727764887857,2,-0.3901005413766435,0,NA
RO,1101708,PT,935,0.14462490332559938,3,-0.47811291569992265,0,0.22761692650334076
RO,1101757,PSB,1282,0.4307795698924731,1,0.15221774193548387,1,NA
RO,1101757,PT,829,0.27856182795698925,2,-0.15221774193548387,0,0.4932821497120921
RO,1101757,PFL,540,0.1814516129032258,3,-0.2493279569892473,0,NA
RO,1101757,PMDB,276,0.09274193548387097,4,-0.33803763440860213,0,NA
RO,1101757,PTB,49,0.01646505376344086,5,-0.41431451612903225,0,NA
RO,1101807,PFL,2110,0.42326980942828485,1,0.06559679037111332,1,0.4784853700516351
RO,1101807,PTB,1783,0.3576730190571715,2,-0.06559679037111332,0,NA
RO,1101807,PT,1092,0.21905717151454362,3,-0.20421263791374122,0,NA
AC,1200138,PMDB,1415,0.5442307692307692,1,0.17538461538461536,1,0.3040488922841864
AC,1200138,PT,959,0.3688461538461538,2,-0.17538461538461536,0,0.45683728036669213
AC,1200138,PDT,226,0.08692307692307692,3,-0.45730769230769225,0,NA
AC,1200401,PMDB,54990,0.4780907668231612,1,0.030003477656059818,1,NA
AC,1200401,PT,51539,0.4480872891671014,2,-0.030003477656059818,0,0.494984986903469
AC,1200401,PTB,8003,0.0695792036167623,3,-0.4085115632063989,0,NA
AC,1200401,PRTB,488,0.004242740392975135,4,-0.4738480264301861,0,NA
AC,1200807,PMDB,3255,0.6599756690997567,1,0.3199513381995134,1,NA
AC,1200807,PPS,1677,0.3400243309002433,2,-0.3199513381995134,0,0.38926049795615014
AM,1300029,PMDB,2097,0.4825126553152324,1,0.17395306028531987,1,NA
AM,1300029,PFL,1341,0.30855959502991254,2,-0.17395306028531987,0,NA
AM,1300029,PSL,908,0.20892774965485503,3,-0.2735849056603774,0,NA
AM,1300060,PMDB,709,0.28997955010224946,1,0.05030674846625763,1,0.599271402550091
AM,1300060,PST,586,0.23967280163599183,2,-0.05030674846625763,0,NA
AM,1300060,PTB,582,0.23803680981595093,3,-0.05194274028629853,0,NA
AM,1300060,PSC,377,0.1541922290388548,4,-0.13578732106339467,0,NA
AM,1300060,PPB,191,0.07811860940695296,5,-0.21186094069529648,0,NA
AM,1300086,PMDB,2020,0.5753346624893193,1,0.1506693249786386,1,NA
AM,1300086,PL,1491,0.4246653375106807,2,-0.1506693249786386,0,0.44400373308446106
AM,1300102,PMDB,2466,0.51375,1,0.11770833333333336,1,NA
AM,1300102,PSDB,1901,0.3960416666666667,2,-0.11770833333333336,0,NA
AM,1300102,PFL,433,0.09020833333333333,3,-0.4235416666666667,0,NA
AM,1300144,PMDB,2601,0.6128652214891611,1,0.2924128180961357,1,NA
AM,1300144,PFL,1360,0.32045240339302544,2,-0.2924128180961357,0,NA
AM,1300144,PPS,178,0.041941564561734215,3,-0.5709236569274269,0,0.5151637687019814
AM,1300144,PT,105,0.02474081055607917,4,-0.588124410933082,0,NA
AM,1300201,PFL,740,0.31131678586453515,1,0.013883045856121157,1,NA
AM,1300201,PMDB,707,0.297433740008414,2,-0.013883045856121157,0,NA
AM,1300201,PST,626,0.26335717290702565,3,-0.0479596129575095,0,NA
AM,1300201,PSB,304,0.12789230122002523,4,-0.18342448464450992,0,NA
AM,1300300,PFL,1925,0.2081981397361021,1,0.020333117023577763,1,NA
AM,1300300,PTB,1737,0.18786502271252434,2,-0.020333117023577763,0,NA
AM,1300300,PSC,1368,0.14795587280986372,3,-0.06024226692623838,0,NA
AM,1300300,PSB,1288,0.13930348258706468,4,-0.06889465714903742,0,NA
AM,1300300,PSDB,1230,0.13303049967553537,5,-0.07516764006056673,0,NA
AM,1300300,PST,1121,0.12124161799697167,6,-0.08695652173913043,0,NA
AM,1300300,PV,577,0.06240536448193813,7,-0.14579277525416395,0,NA
AM,1300409,PFL,2687,0.6747865394274234,1,0.3495730788548468,1,NA
AM,1300409,PMDB,1295,0.3252134605725766,2,-0.3495730788548468,0,0.4606267577340297
AM,1300508,PL,4510,0.5302763080540859,1,0.0605526161081717,1,NA
AM,1300508,PFL,3995,0.4697236919459142,2,-0.0605526161081717,0,0.2211968136778706
AM,1300607,PFL,5431,0.6307781649245063,1,0.29407665505226477,1,NA
AM,1300607,PMDB,2899,0.33670150987224157,2,-0.29407665505226477,0,NA
AM,1300607,PPB,280,0.032520325203252036,3,-0.5982578397212543,0,NA
AM,1300631,PSDB,2151,0.6665633715525255,1,0.3331267431050511,1,NA
AM,1300631,PSL,1076,0.33343662844747446,2,-0.3331267431050511,0,NA
AM,1300706,PSDB,3699,0.3946441907606956,1,0.15694014723140937,1,NA
AM,1300706,PFL,2228,0.23770404352928626,2,-0.15694014723140937,0,NA
AM,1300706,PT,1972,0.21039155019737543,3,-0.1842526405633202,0,NA
AM,1300706,PMDB,1210,0.12909420676410968,4,-0.2655499839965859,0,NA
AM,1300706,PDT,138,0.01472314093673317,5,-0.37992104982396246,0,0.009596412556053811
AM,1300706,PSB,126,0.01344286781179985,6,-0.38120132294889575,0,NA
AM,1300805,PL,4403,0.4783269961977186,1,0.1796849538294405,1,0.09720110882589646
AM,1300805,PSDB,2749,0.2986420423682781,2,-0.1796849538294405,0,0.07726012697844943
AM,1300805,PTB,1882,0.2044541010320478,3,-0.2738728951656708,0,NA
AM,1300805,PDT,171,0.01857686040195546,4,-0.4597501357957632,0,NA
AM,1300839,PFL,1803,0.517954610744039,1,0.04079287561045675,1,NA
AM,1300839,PTB,1661,0.4771617351335823,2,-0.04079287561045675,0,NA
AM,1300839,PSL,17,0.004883654122378627,3,-0.5130709566216604,0,NA
AM,1301001,PTB,4284,0.5126854954523695,1,0.0253709909047391,1,NA
AM,1301001,PPS,4072,0.4873145045476304,2,-0.0253709909047391,0,0.5055727554179567
AM,1301100,PTB,5164,0.5237853737701592,1,0.06846536159853939,1,NA
AM,1301100,PMDB,4489,0.4553200121716198,2,-0.06846536159853939,0,NA
AM,1301100,PT,206,0.020894614058220917,3,-0.5028907597119383,0,NA
AM,1301159,PMDB,4409,0.5569028672476949,1,0.1487937350006316,1,NA
AM,1301159,PDT,3231,0.4081091322470633,2,-0.1487937350006316,0,0.4619832940672521
AM,1301159,PL,277,0.03498800050524188,3,-0.521914866742453,0,NA
AM,1301209,PL,6883,0.3537362524411553,1,0.08464384828862165,1,0.04393391265430948
AM,1301209,PFL,5236,0.26909240415253366,2,-0.08464384828862165,0,NA
AM,1301209,PST,4330,0.22253057868229006,3,-0.13120567375886524,0,NA
AM,1301209,PSC,2589,0.1330558125192723,4,-0.22068043992188302,0,NA
AM,1301209,PT,395,0.020300133621132695,5,-0.3334361188200226,0,NA
AM,1301209,PPS,25,0.0012848185836159935,6,-0.3524514338575393,0,0.697049938462686
AM,1301308,PSDB,4523,0.648830870750251,1,0.29766174150050206,1,NA
AM,1301308,PTB,2448,0.35116912924974897,2,-0.29766174150050206,0,NA
AM,1301407,PMDB,4814,0.5562745551190201,1,0.11705569678761268,1,NA
AM,1301407,PFL,3801,0.43921885833140745,2,-0.11705569678761268,0,NA
AM,1301407,PTB,39,0.004506586549572452,3,-0.5517679685694477,0,NA
AM,1301506,PFL,2621,0.5941963273634097,1,0.18839265472681932,1,NA
AM,1301506,PDT,1790,0.40580367263659034,2,-0.18839265472681932,0,0.5559402332361516
AM,1301605,PPB,3836,0.6389073950699533,1,0.280979347101932,1,NA
AM,1301605,PMDB,2149,0.3579280479680213,2,-0.280979347101932,0,NA
AM,1301605,PL,19,0.0031645569620253164,3,-0.635742838107928,0,NA
AM,1301704,PFL,6267,0.5085612269739511,1,0.017122453947902294,1,NA
AM,1301704,PMDB,6056,0.4914387730260488,2,-0.017122453947902294,0,NA
AM,1301803,PFL,2487,0.5555059191422828,1,0.11101183828456551,1,0.5093681116825863
AM,1301803,PMN,1990,0.44449408085771724,2,-0.11101183828456551,0,NA
AM,1301852,PSDB,3793,0.39354637891678773,1,0.0901639344262295,1,NA
AM,1301852,PTB,2924,0.30338244449055823,2,-0.0901639344262295,0,0.11176949855566254
AM,1301852,PFL,1246,0.12927993359618178,3,-0.26426644532060595,0,NA
AM,1301852,PPB,980,0.1016808466486823,4,-0.2918655322681054,0,NA
AM,1301852,PDT,487,0.05052915542643702,5,-0.3430172234903507,0,NA
AM,1301852,PRN,208,0.021581240921352978,6,-0.37196513799543474,0,NA
AM,1301902,PL,14251,0.4361304933284368,1,0.13018729342636798,1,NA
AM,1301902,PTB,9997,0.3059431999020688,2,-0.13018729342636798,0,NA
AM,1301902,PT,5746,0.17584771697882237,3,-0.2602827763496144,0,NA
AM,1301902,PDT,1947,0.059585016525890565,4,-0.37654547680254624,0,NA
AM,1301902,PMDB,626,0.019157791651364917,5,-0.41697270167707184,0,NA
AM,1301902,PST,109,0.003335781613416575,6,-0.4327947117150202,0,NA
AM,1301951,PMDB,1414,0.5482745250096936,1,0.11826289259402867,1,NA
AM,1301951,PST,1109,0.430011632415665,2,-0.11826289259402867,0,NA
AM,1301951,PRN,56,0.021713842574641335,3,-0.5265606824350523,0,NA
AM,1302009,PMDB,1680,0.5092452258260078,1,0.08002424977265832,1,0.08624938393297191
AM,1302009,PSDB,1416,0.4292209760533495,2,-0.08002424977265832,0,NA
AM,1302009,PPS,203,0.06153379812064262,3,-0.4477114277053652,0,0.4972893050763923
AM,1302108,PFL,757,0.4809402795425667,1,0.1060991105463786,1,0.3784648187633262
AM,1302108,PSDB,590,0.3748411689961881,2,-0.1060991105463786,0,NA
AM,1302108,PTB,219,0.13913595933926304,3,-0.34180432020330365,0,NA
AM,1302108,PSDC,8,0.005082592121982211,4,-0.4758576874205845,0,NA
AM,1302207,PTB,1499,0.6316898440792246,1,0.2633796881584492,1,NA
AM,1302207,PPB,874,0.3683101559207754,2,-0.2633796881584492,0,NA
AM,1302306,PL,2511,0.5343690146839754,1,0.2806980208555012,1,0.3919298825864065
AM,1302306,PMDB,1192,0.25367099382847413,2,-0.2806980208555012,0,NA
AM,1302306,PSDB,996,0.21195999148755054,3,-0.32240902319642484,0,NA
AM,1302405,PFL,3352,0.3255317082645431,1,0.01874332329804801,1,NA
AM,1302405,PSL,3159,0.3067883849664951,2,-0.01874332329804801,0,0.5458961902326771
AM,1302405,PSB,2586,0.25114110906089154,3,-0.07439059920365154,0,NA
AM,1302405,PMDB,1065,0.1034281829659124,4,-0.2221035252986307,0,NA
AM,1302405,PSDB,135,0.01311061474215791,5,-0.3124210935223852,0,NA
AM,1302504,PFL,15677,0.5286817522678987,1,0.057363504535797416,1,NA
AM,1302504,PL,13976,0.4713182477321013,2,-0.057363504535797416,0,0.1614100727836076
AM,1302553,PST,1455,0.25715800636267233,1,0.027394839165782975,1,NA
AM,1302553,PFL,1300,0.22976316719688936,2,-0.027394839165782975,0,NA
AM,1302553,PL,927,0.16383881230116648,3,-0.09331919406150585,0,0.33742808272430413
AM,1302553,PPB,882,0.15588547189819724,4,-0.1012725344644751,0,NA
AM,1302553,PMDB,709,0.12530929657122658,5,-0.13184870979144575,0,0.13046182553257657
AM,1302553,PSB,303,0.0535524920466596,6,-0.20360551431601273,0,NA
AM,1302553,PDT,82,0.014492753623188406,7,-0.24266525273948392,0,NA
AM,1302702,PMDB,2704,0.2517925318930999,1,0.0036316230561504736,1,NA
AM,1302702,PFL,2665,0.24816090883694944,2,-0.0036316230561504736,0,NA
AM,1302702,PL,2618,0.2437843374615886,3,-0.008008194431511323,0,0.17554112554112555
AM,1302702,PTB,2493,0.23214451997392682,4,-0.019648011919173092,0,NA
AM,1302702,PDT,259,0.024117701834435235,5,-0.22767483005866468,0,NA
AM,1302801,PTB,1756,0.455748767194394,1,0.040487931481962114,1,0.5278999768464923
AM,1302801,PSDB,1600,0.4152608357124319,2,-0.040487931481962114,0,NA
AM,1302801,PHS,497,0.12899039709317414,3,-0.3267583701012199,0,NA
AM,1302900,PTB,7249,0.4545682573524801,1,0.10729290775694489,1,NA
AM,1302900,PFL,5538,0.3472753495955352,2,-0.10729290775694489,0,NA
AM,1302900,PMDB,3160,0.1981563930519847,3,-0.25641186430049534,0,0.42482827387547084
AM,1303007,PSDB,3843,0.5138387484957883,1,0.027677496991576456,1,NA
AM,1303007,PMDB,3636,0.4861612515042118,2,-0.027677496991576456,0,NA
AM,1303106,PFL,3580,0.5025266704098821,1,0.22529477821448624,1,NA
AM,1303106,PPB,1975,0.27723189219539585,2,-0.22529477821448624,0,NA
AM,1303106,PMN,1492,0.2094329028635598,3,-0.29309376754632227,0,NA
AM,1303106,PPS,77,0.010808534531162269,4,-0.4917181358787198,0,0.5973495169680456
AM,1303205,PL,2003,0.5003747189607795,1,0.17786660004996258,1,0.3298105682951147
AM,1303205,PSDB,1291,0.3225081189108169,2,-0.17786660004996258,0,0.42113659022931205
AM,1303205,PFL,673,0.16812390706969774,3,-0.33225081189108174,0,0.1268195413758724
AM,1303205,PPS,36,0.008993255058705971,4,-0.4913814639020735,0,NA
AM,1303304,PMDB,3325,0.5685704514363885,1,0.13714090287277703,1,0.3141757184105596
AM,1303304,PFL,2523,0.4314295485636115,2,-0.13714090287277703,0,NA
AM,1303403,PFL,11519,0.3757870355267021,1,0.10214334649137113,1,0.3605364795513465
AM,1303403,PMDB,8388,0.273643689035331,2,-0.10214334649137113,0,NA
AM,1303403,PPS,3100,0.10113202622908035,3,-0.27465500929762177,0,NA
AM,1303403,PL,2924,0.09539033699800999,4,-0.28039669852869215,0,NA
AM,1303403,PRN,2785,0.09085570743483509,5,-0.28493132809186705,0,NA
AM,1303403,PT,1937,0.0631912047760415,6,-0.3125958307506606,0,NA
AM,1303502,PFL,2574,0.5968003709714815,1,0.19360074194296312,1,NA
AM,1303502,PSDB,1739,0.4031996290285184,2,-0.19360074194296312,0,NA
AM,1303536,PPS,5031,0.5079252902574457,1,0.03695103483089346,1,0.380705698367706
