"","ANO_ELEICAO","NUM_TURNO","UF","COD_MUN_IBGE","NOME_MUNICIPIO","SIGLA_PARTIDO","QTDE_VOTOS.x","vote_pct_2012","rank_2012","first_rank_vote_pct","second_rank_vote_pct","win_margin","Incumbent","QTDE_VOTOS.y","vote_pct_2016"
"5621",2012,1,"BA",2916609,"Itapitanga","PV",1809,0.381243414120126,2,0.595995785036881,0.381243414120126,-0.214752370916754,0,NA,NA
"5622",2012,1,"BA",2916609,"Itapitanga","PPS",85,0.017913593256059,3,0.595995785036881,0.381243414120126,-0.578082191780822,0,NA,NA
"5623",2012,1,"BA",2916609,"Itapitanga","DEM",23,0.00484720758693361,4,0.595995785036881,0.381243414120126,-0.591148577449947,0,NA,NA
"5624",2012,1,"BA",2916708,"Itaquara","PMDB",2763,0.544433497536946,1,0.544433497536946,0.455566502463054,0.0888669950738916,1,2535,0.49637752104954
"5625",2012,1,"BA",2916708,"Itaquara","PDT",2312,0.455566502463054,2,0.544433497536946,0.455566502463054,-0.0888669950738916,0,NA,NA
"5626",2012,1,"BA",2916807,"Itarantim","PSB",6552,0.599780300256316,1,0.599780300256316,0.395276455510802,0.204503844745514,1,NA,NA
"5627",2012,1,"BA",2916807,"Itarantim","PP",4318,0.395276455510802,2,0.599780300256316,0.395276455510802,-0.204503844745514,0,4718,0.43990675990676
"5628",2012,1,"BA",2916807,"Itarantim","PTB",54,0.00494324423288173,3,0.599780300256316,0.395276455510802,-0.594837056023435,0,NA,NA
"5629",2012,1,"BA",2916856,"Itatim","PSD",5500,0.610094287298946,1,0.610094287298946,0.389905712701054,0.220188574597892,1,6264,0.72541980312681
"5630",2012,1,"BA",2916856,"Itatim","PDT",3515,0.389905712701054,2,0.610094287298946,0.389905712701054,-0.220188574597892,0,NA,NA
"5631",2012,1,"BA",2916906,"Itiruçu","PSDB",3765,0.529759392148586,1,0.529759392148586,0.470240607851414,0.0595187842971718,1,NA,NA
"5632",2012,1,"BA",2916906,"Itiruçu","PT",3342,0.470240607851414,2,0.529759392148586,0.470240607851414,-0.0595187842971718,0,NA,NA
"5633",2012,1,"BA",2917003,"Itiúba","PT",10323,0.526039543416225,1,0.526039543416225,0.46320831634733,0.0628312270688953,1,NA,NA
"5634",2012,1,"BA",2917003,"Itiúba","PT do B",9090,0.46320831634733,2,0.526039543416225,0.46320831634733,-0.0628312270688953,0,NA,NA
"5635",2012,1,"BA",2917003,"Itiúba","PSB",181,0.00922339991846718,3,0.526039543416225,0.46320831634733,-0.516816143497758,0,228,0.011543134872418
"5636",2012,1,"BA",2917003,"Itiúba","PRP",30,0.00152874031797799,4,0.526039543416225,0.46320831634733,-0.524510803098247,0,NA,NA
"5637",2012,1,"BA",2917102,"Itororó","PMDB",6320,0.534234995773457,1,0.534234995773457,0.429416737109045,0.104818258664413,1,2366,0.194220981776391
"5638",2012,1,"BA",2917102,"Itororó","PT",5080,0.429416737109045,2,0.534234995773457,0.429416737109045,-0.104818258664413,0,2070,0.169922836972583
"5639",2012,1,"BA",2917102,"Itororó","PSOL",430,0.0363482671174979,3,0.534234995773457,0.429416737109045,-0.497886728655959,0,NA,NA
